District ,Crop,Crop_Year,Season,Area ,Production,Yield
AMRITSAR,Rapeseed &Mustard,2005,Rabi       ,2000,2000,1
AMRITSAR,Rapeseed &Mustard,2006,Rabi       ,1000,1000,1
AMRITSAR,Rapeseed &Mustard,2007,Rabi       ,2000,2000,1
AMRITSAR,Rapeseed &Mustard,2008,Rabi       ,1000,1000,1
AMRITSAR,Rapeseed &Mustard,2009,Rabi       ,1000,2000,2
AMRITSAR,Rapeseed &Mustard,2010,Rabi       ,1000,1000,1
AMRITSAR,Rapeseed &Mustard,2011,Rabi       ,1000,2000,2
AMRITSAR,Rapeseed &Mustard,2012,Rabi       ,1000,1400,1.4
AMRITSAR,Rapeseed &Mustard,2013,Rabi       ,1000,1400,1.4
AMRITSAR,Rapeseed &Mustard,2014,Rabi       ,1000,1000,1
AMRITSAR,Rapeseed &Mustard,2015,Rabi       ,2000,3400,1.7
AMRITSAR,Rapeseed &Mustard,2016,Rabi       ,1500,2600,1.73
AMRITSAR,Rapeseed &Mustard,2017,Rabi       ,1800,2700,1.5
AMRITSAR,Rapeseed &Mustard,2018,Rabi       ,1600,2600,1.63
AMRITSAR,Rapeseed &Mustard,2019,Rabi       ,2000,3100,1.55
BARNALA,Rapeseed &Mustard,2007,Rabi       ,1000,1000,1
BARNALA,Rapeseed &Mustard,2008,Rabi       ,1000,2000,2
BARNALA,Rapeseed &Mustard,2009,Rabi       ,1000,1000,1
BARNALA,Rapeseed &Mustard,2010,Rabi       ,1000,1000,1
BARNALA,Rapeseed &Mustard,2014,Rabi       ,1000,1300,1.3
BARNALA,Rapeseed &Mustard,2016,Rabi       ,600,800,1.33
BARNALA,Rapeseed &Mustard,2017,Rabi       ,500,600,1.2
BARNALA,Rapeseed &Mustard,2018,Rabi       ,600,800,1.33
BARNALA,Rapeseed &Mustard,2019,Rabi       ,600,1000,1.67
BATHINDA,Rapeseed &Mustard,1997,Rabi       ,10000,7000,0.7
BATHINDA,Rapeseed &Mustard,1998,Rabi       ,2000,2000,1
BATHINDA,Rapeseed &Mustard,1999,Rabi       ,7000,8000,1.14
BATHINDA,Rapeseed &Mustard,2001,Rabi       ,700,900,1.29
BATHINDA,Rapeseed &Mustard,2002,Rabi       ,13000,12000,0.92
BATHINDA,Rapeseed &Mustard,2003,Rabi       ,9000,11000,1.22
BATHINDA,Rapeseed &Mustard,2004,Rabi       ,9000,8000,0.89
BATHINDA,Rapeseed &Mustard,2005,Rabi       ,7000,8000,1.14
BATHINDA,Rapeseed &Mustard,2006,Rabi       ,6000,8000,1.33
BATHINDA,Rapeseed &Mustard,2007,Rabi       ,2000,3000,1.5
BATHINDA,Rapeseed &Mustard,2008,Rabi       ,3000,4000,1.33
BATHINDA,Rapeseed &Mustard,2009,Rabi       ,2000,3000,1.5
BATHINDA,Rapeseed &Mustard,2010,Rabi       ,2000,3000,1.5
BATHINDA,Rapeseed &Mustard,2011,Rabi       ,2000,3000,1.5
BATHINDA,Rapeseed &Mustard,2012,Rabi       ,2000,2400,1.2
BATHINDA,Rapeseed &Mustard,2013,Rabi       ,2000,2700,1.35
BATHINDA,Rapeseed &Mustard,2014,Rabi       ,2000,2700,1.35
BATHINDA,Rapeseed &Mustard,2015,Rabi       ,3000,4700,1.57
BATHINDA,Rapeseed &Mustard,2016,Rabi       ,2400,3400,1.42
BATHINDA,Rapeseed &Mustard,2017,Rabi       ,2000,4000,2
BATHINDA,Rapeseed &Mustard,2018,Rabi       ,2200,3700,1.68
BATHINDA,Rapeseed &Mustard,2019,Rabi       ,2300,3800,1.65
FARIDKOT,Rapeseed &Mustard,1997,Rabi       ,1000,1000,1
FARIDKOT,Rapeseed &Mustard,1998,Rabi       ,2000,3000,1.5
FARIDKOT,Rapeseed &Mustard,1999,Rabi       ,1000,1000,1
FARIDKOT,Rapeseed &Mustard,2001,Rabi       ,100,200,2
FARIDKOT,Rapeseed &Mustard,2002,Rabi       ,1000,1000,1
FARIDKOT,Rapeseed &Mustard,2003,Rabi       ,1000,2000,2
FARIDKOT,Rapeseed &Mustard,2004,Rabi       ,1000,1000,1
FARIDKOT,Rapeseed &Mustard,2005,Rabi       ,1000,1000,1
FARIDKOT,Rapeseed &Mustard,2006,Rabi       ,1000,1000,1
FARIDKOT,Rapeseed &Mustard,2016,Rabi       ,400,600,1.5
FARIDKOT,Rapeseed &Mustard,2017,Rabi       ,400,400,1
FARIDKOT,Rapeseed &Mustard,2018,Rabi       ,400,600,1.5
FARIDKOT,Rapeseed &Mustard,2019,Rabi       ,400,500,1.25
FATEHGARH SAHIB,Rapeseed &Mustard,1997,Rabi       ,1000,1000,1
FATEHGARH SAHIB,Rapeseed &Mustard,1998,Rabi       ,1000,1000,1
FATEHGARH SAHIB,Rapeseed &Mustard,1999,Rabi       ,1000,1000,1
FATEHGARH SAHIB,Rapeseed &Mustard,2001,Rabi       ,100,100,1
FATEHGARH SAHIB,Rapeseed &Mustard,2002,Rabi       ,1000,1000,1
FATEHGARH SAHIB,Rapeseed &Mustard,2003,Rabi       ,1000,1000,1
FATEHGARH SAHIB,Rapeseed &Mustard,2004,Rabi       ,1000,2000,2
FATEHGARH SAHIB,Rapeseed &Mustard,2005,Rabi       ,1000,1000,1
FATEHGARH SAHIB,Rapeseed &Mustard,2006,Rabi       ,1000,1000,1
FATEHGARH SAHIB,Rapeseed &Mustard,2007,Rabi       ,1000,1000,1
FATEHGARH SAHIB,Rapeseed &Mustard,2012,Rabi       ,1000,1600,1.6
FATEHGARH SAHIB,Rapeseed &Mustard,2013,Rabi       ,1000,1200,1.2
FATEHGARH SAHIB,Rapeseed &Mustard,2014,Rabi       ,1000,1600,1.6
FATEHGARH SAHIB,Rapeseed &Mustard,2015,Rabi       ,1000,1600,1.6
FATEHGARH SAHIB,Rapeseed &Mustard,2016,Rabi       ,500,1000,2
FATEHGARH SAHIB,Rapeseed &Mustard,2017,Rabi       ,600,1200,2
FATEHGARH SAHIB,Rapeseed &Mustard,2018,Rabi       ,600,1000,1.67
FATEHGARH SAHIB,Rapeseed &Mustard,2019,Rabi       ,600,1000,1.67
FAZILKA,Rapeseed &Mustard,2012,Rabi       ,6000,8200,1.37
FAZILKA,Rapeseed &Mustard,2013,Rabi       ,6000,8800,1.47
FAZILKA,Rapeseed &Mustard,2014,Rabi       ,5000,6900,1.38
FAZILKA,Rapeseed &Mustard,2015,Rabi       ,5000,7400,1.48
FAZILKA,Rapeseed &Mustard,2016,Rabi       ,5700,8400,1.47
FAZILKA,Rapeseed &Mustard,2017,Rabi       ,5500,9500,1.73
FAZILKA,Rapeseed &Mustard,2018,Rabi       ,5100,9400,1.84
FAZILKA,Rapeseed &Mustard,2019,Rabi       ,5400,7900,1.46
FIROZEPUR,Rapeseed &Mustard,1997,Rabi       ,20000,19000,0.95
FIROZEPUR,Rapeseed &Mustard,1998,Rabi       ,7000,7000,1
FIROZEPUR,Rapeseed &Mustard,1999,Rabi       ,12000,15000,1.25
FIROZEPUR,Rapeseed &Mustard,2001,Rabi       ,1100,1400,1.27
FIROZEPUR,Rapeseed &Mustard,2002,Rabi       ,16000,14000,0.88
FIROZEPUR,Rapeseed &Mustard,2003,Rabi       ,12000,17000,1.42
FIROZEPUR,Rapeseed &Mustard,2004,Rabi       ,15000,16000,1.07
FIROZEPUR,Rapeseed &Mustard,2005,Rabi       ,13000,13000,1
FIROZEPUR,Rapeseed &Mustard,2006,Rabi       ,8000,9000,1.13
FIROZEPUR,Rapeseed &Mustard,2007,Rabi       ,4000,5000,1.25
FIROZEPUR,Rapeseed &Mustard,2008,Rabi       ,4000,7000,1.75
FIROZEPUR,Rapeseed &Mustard,2009,Rabi       ,5000,9000,1.8
FIROZEPUR,Rapeseed &Mustard,2010,Rabi       ,5000,9000,1.8
FIROZEPUR,Rapeseed &Mustard,2011,Rabi       ,5000,8000,1.6
FIROZEPUR,Rapeseed &Mustard,2012,Rabi       ,1000,900,0.9
FIROZEPUR,Rapeseed &Mustard,2016,Rabi       ,400,600,1.5
FIROZEPUR,Rapeseed &Mustard,2017,Rabi       ,300,400,1.33
FIROZEPUR,Rapeseed &Mustard,2018,Rabi       ,500,600,1.2
FIROZEPUR,Rapeseed &Mustard,2019,Rabi       ,400,500,1.25
GURDASPUR,Rapeseed &Mustard,1997,Rabi       ,3000,3000,1
GURDASPUR,Rapeseed &Mustard,1998,Rabi       ,1000,2000,2
GURDASPUR,Rapeseed &Mustard,1999,Rabi       ,4000,4000,1
GURDASPUR,Rapeseed &Mustard,2001,Rabi       ,300,300,1
GURDASPUR,Rapeseed &Mustard,2002,Rabi       ,3000,3000,1
GURDASPUR,Rapeseed &Mustard,2003,Rabi       ,3000,3000,1
GURDASPUR,Rapeseed &Mustard,2004,Rabi       ,4000,5000,1.25
GURDASPUR,Rapeseed &Mustard,2005,Rabi       ,3000,3000,1
GURDASPUR,Rapeseed &Mustard,2006,Rabi       ,4000,4000,1
GURDASPUR,Rapeseed &Mustard,2007,Rabi       ,3000,4000,1.33
GURDASPUR,Rapeseed &Mustard,2008,Rabi       ,3000,3000,1
GURDASPUR,Rapeseed &Mustard,2009,Rabi       ,3000,3000,1
GURDASPUR,Rapeseed &Mustard,2010,Rabi       ,3000,3000,1
GURDASPUR,Rapeseed &Mustard,2011,Rabi       ,3000,4000,1.33
GURDASPUR,Rapeseed &Mustard,2012,Rabi       ,2000,2500,1.25
GURDASPUR,Rapeseed &Mustard,2013,Rabi       ,2000,2500,1.25
GURDASPUR,Rapeseed &Mustard,2014,Rabi       ,2000,2100,1.05
GURDASPUR,Rapeseed &Mustard,2015,Rabi       ,2000,2800,1.4
GURDASPUR,Rapeseed &Mustard,2016,Rabi       ,2200,3100,1.41
GURDASPUR,Rapeseed &Mustard,2017,Rabi       ,1900,2800,1.47
GURDASPUR,Rapeseed &Mustard,2018,Rabi       ,2400,3700,1.54
GURDASPUR,Rapeseed &Mustard,2019,Rabi       ,1900,2500,1.32
HOSHIARPUR,Rapeseed &Mustard,1997,Rabi       ,3000,2000,0.67
HOSHIARPUR,Rapeseed &Mustard,1998,Rabi       ,3000,2000,0.67
HOSHIARPUR,Rapeseed &Mustard,1999,Rabi       ,3000,3000,1
HOSHIARPUR,Rapeseed &Mustard,2001,Rabi       ,300,300,1
HOSHIARPUR,Rapeseed &Mustard,2002,Rabi       ,3000,3000,1
HOSHIARPUR,Rapeseed &Mustard,2003,Rabi       ,3000,2000,0.67
HOSHIARPUR,Rapeseed &Mustard,2004,Rabi       ,4000,4000,1
HOSHIARPUR,Rapeseed &Mustard,2005,Rabi       ,3000,3000,1
HOSHIARPUR,Rapeseed &Mustard,2006,Rabi       ,4000,5000,1.25
HOSHIARPUR,Rapeseed &Mustard,2007,Rabi       ,3000,3000,1
HOSHIARPUR,Rapeseed &Mustard,2008,Rabi       ,3000,3000,1
HOSHIARPUR,Rapeseed &Mustard,2009,Rabi       ,5000,6000,1.2
HOSHIARPUR,Rapeseed &Mustard,2010,Rabi       ,6000,8000,1.33
HOSHIARPUR,Rapeseed &Mustard,2011,Rabi       ,6000,6000,1
HOSHIARPUR,Rapeseed &Mustard,2012,Rabi       ,4000,4800,1.2
HOSHIARPUR,Rapeseed &Mustard,2013,Rabi       ,4000,5200,1.3
HOSHIARPUR,Rapeseed &Mustard,2014,Rabi       ,4000,4300,1.08
HOSHIARPUR,Rapeseed &Mustard,2015,Rabi       ,3000,3300,1.1
HOSHIARPUR,Rapeseed &Mustard,2016,Rabi       ,4000,4800,1.2
HOSHIARPUR,Rapeseed &Mustard,2017,Rabi       ,3800,4600,1.21
HOSHIARPUR,Rapeseed &Mustard,2018,Rabi       ,3800,4300,1.13
HOSHIARPUR,Rapeseed &Mustard,2019,Rabi       ,2900,3500,1.21
JALANDHAR,Rapeseed &Mustard,1997,Rabi       ,2000,2000,1
JALANDHAR,Rapeseed &Mustard,1998,Rabi       ,2000,3000,1.5
JALANDHAR,Rapeseed &Mustard,1999,Rabi       ,2000,3000,1.5
JALANDHAR,Rapeseed &Mustard,2001,Rabi       ,200,300,1.5
JALANDHAR,Rapeseed &Mustard,2002,Rabi       ,2000,2000,1
JALANDHAR,Rapeseed &Mustard,2003,Rabi       ,1000,1000,1
JALANDHAR,Rapeseed &Mustard,2004,Rabi       ,2000,2000,1
JALANDHAR,Rapeseed &Mustard,2005,Rabi       ,1000,2000,2
JALANDHAR,Rapeseed &Mustard,2006,Rabi       ,1000,1000,1
JALANDHAR,Rapeseed &Mustard,2007,Rabi       ,1000,1000,1
JALANDHAR,Rapeseed &Mustard,2008,Rabi       ,1000,1000,1
JALANDHAR,Rapeseed &Mustard,2009,Rabi       ,1000,1000,1
JALANDHAR,Rapeseed &Mustard,2010,Rabi       ,1000,1000,1
JALANDHAR,Rapeseed &Mustard,2011,Rabi       ,1000,1000,1
JALANDHAR,Rapeseed &Mustard,2012,Rabi       ,1000,1500,1.5
JALANDHAR,Rapeseed &Mustard,2013,Rabi       ,1000,1500,1.5
JALANDHAR,Rapeseed &Mustard,2014,Rabi       ,1000,1300,1.3
JALANDHAR,Rapeseed &Mustard,2015,Rabi       ,1000,1400,1.4
JALANDHAR,Rapeseed &Mustard,2016,Rabi       ,800,1000,1.25
JALANDHAR,Rapeseed &Mustard,2017,Rabi       ,800,1000,1.25
JALANDHAR,Rapeseed &Mustard,2018,Rabi       ,800,1100,1.38
JALANDHAR,Rapeseed &Mustard,2019,Rabi       ,800,1200,1.5
KAPURTHALA,Rapeseed &Mustard,1997,Rabi       ,1000,1000,1
KAPURTHALA,Rapeseed &Mustard,1998,Rabi       ,12000,9000,0.75
KAPURTHALA,Rapeseed &Mustard,1999,Rabi       ,1000,1000,1
KAPURTHALA,Rapeseed &Mustard,2001,Rabi       ,100,100,1
KAPURTHALA,Rapeseed &Mustard,2002,Rabi       ,1000,1000,1
KAPURTHALA,Rapeseed &Mustard,2003,Rabi       ,1000,1000,1
KAPURTHALA,Rapeseed &Mustard,2004,Rabi       ,1000,1000,1
KAPURTHALA,Rapeseed &Mustard,2005,Rabi       ,1000,2000,2
KAPURTHALA,Rapeseed &Mustard,2006,Rabi       ,1000,1000,1
KAPURTHALA,Rapeseed &Mustard,2007,Rabi       ,1000,1000,1
KAPURTHALA,Rapeseed &Mustard,2008,Rabi       ,1000,1000,1
KAPURTHALA,Rapeseed &Mustard,2009,Rabi       ,1000,1000,1
KAPURTHALA,Rapeseed &Mustard,2010,Rabi       ,1000,1000,1
KAPURTHALA,Rapeseed &Mustard,2011,Rabi       ,1000,1000,1
KAPURTHALA,Rapeseed &Mustard,2013,Rabi       ,1000,1300,1.3
KAPURTHALA,Rapeseed &Mustard,2014,Rabi       ,1000,1500,1.5
KAPURTHALA,Rapeseed &Mustard,2015,Rabi       ,1000,1500,1.5
KAPURTHALA,Rapeseed &Mustard,2016,Rabi       ,500,700,1.4
KAPURTHALA,Rapeseed &Mustard,2017,Rabi       ,500,1000,2
KAPURTHALA,Rapeseed &Mustard,2018,Rabi       ,500,600,1.2
KAPURTHALA,Rapeseed &Mustard,2019,Rabi       ,500,700,1.4
LUDHIANA,Rapeseed &Mustard,1997,Rabi       ,2000,2000,1
LUDHIANA,Rapeseed &Mustard,1998,Rabi       ,18000,16000,0.89
LUDHIANA,Rapeseed &Mustard,1999,Rabi       ,3000,4000,1.33
LUDHIANA,Rapeseed &Mustard,2001,Rabi       ,200,300,1.5
LUDHIANA,Rapeseed &Mustard,2002,Rabi       ,2000,2000,1
LUDHIANA,Rapeseed &Mustard,2003,Rabi       ,2000,3000,1.5
LUDHIANA,Rapeseed &Mustard,2004,Rabi       ,2000,3000,1.5
LUDHIANA,Rapeseed &Mustard,2005,Rabi       ,2000,3000,1.5
LUDHIANA,Rapeseed &Mustard,2006,Rabi       ,1000,1000,1
LUDHIANA,Rapeseed &Mustard,2007,Rabi       ,1000,1000,1
LUDHIANA,Rapeseed &Mustard,2008,Rabi       ,1000,1000,1
LUDHIANA,Rapeseed &Mustard,2009,Rabi       ,2000,2000,1
LUDHIANA,Rapeseed &Mustard,2010,Rabi       ,1000,2000,2
LUDHIANA,Rapeseed &Mustard,2011,Rabi       ,1000,2000,2
LUDHIANA,Rapeseed &Mustard,2012,Rabi       ,1000,1200,1.2
LUDHIANA,Rapeseed &Mustard,2013,Rabi       ,1000,1300,1.3
LUDHIANA,Rapeseed &Mustard,2014,Rabi       ,1000,1500,1.5
LUDHIANA,Rapeseed &Mustard,2015,Rabi       ,1000,1300,1.3
LUDHIANA,Rapeseed &Mustard,2016,Rabi       ,1400,2100,1.5
LUDHIANA,Rapeseed &Mustard,2017,Rabi       ,1400,2200,1.57
LUDHIANA,Rapeseed &Mustard,2018,Rabi       ,1300,2500,1.92
LUDHIANA,Rapeseed &Mustard,2019,Rabi       ,1300,2300,1.77
MANSA,Rapeseed &Mustard,1997,Rabi       ,6000,4000,0.67
MANSA,Rapeseed &Mustard,1998,Rabi       ,6000,6000,1
MANSA,Rapeseed &Mustard,1999,Rabi       ,4000,4000,1
MANSA,Rapeseed &Mustard,2001,Rabi       ,400,900,2.25
MANSA,Rapeseed &Mustard,2002,Rabi       ,7000,5000,0.71
MANSA,Rapeseed &Mustard,2003,Rabi       ,5000,6000,1.2
MANSA,Rapeseed &Mustard,2004,Rabi       ,5000,5000,1
MANSA,Rapeseed &Mustard,2005,Rabi       ,4000,4000,1
MANSA,Rapeseed &Mustard,2006,Rabi       ,3000,3000,1
MANSA,Rapeseed &Mustard,2007,Rabi       ,2000,2000,1
MANSA,Rapeseed &Mustard,2008,Rabi       ,2000,3000,1.5
MANSA,Rapeseed &Mustard,2009,Rabi       ,2000,3000,1.5
MANSA,Rapeseed &Mustard,2010,Rabi       ,2000,3000,1.5
MANSA,Rapeseed &Mustard,2011,Rabi       ,2000,3000,1.5
MANSA,Rapeseed &Mustard,2012,Rabi       ,2000,3100,1.55
MANSA,Rapeseed &Mustard,2013,Rabi       ,2000,2700,1.35
MANSA,Rapeseed &Mustard,2014,Rabi       ,2000,2100,1.05
MANSA,Rapeseed &Mustard,2015,Rabi       ,2000,2500,1.25
MANSA,Rapeseed &Mustard,2016,Rabi       ,1600,2400,1.5
MANSA,Rapeseed &Mustard,2017,Rabi       ,1500,2500,1.67
MANSA,Rapeseed &Mustard,2018,Rabi       ,1500,2700,1.8
MANSA,Rapeseed &Mustard,2019,Rabi       ,1500,2900,1.93
MOGA,Rapeseed &Mustard,1997,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,1998,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,1999,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,2001,Rabi       ,100,100,1
MOGA,Rapeseed &Mustard,2002,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,2003,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,2004,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,2005,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,2006,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,2007,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,2008,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,2009,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,2010,Rabi       ,1000,1000,1
MOGA,Rapeseed &Mustard,2012,Rabi       ,1000,1400,1.4
MOGA,Rapeseed &Mustard,2013,Rabi       ,1000,1200,1.2
MOGA,Rapeseed &Mustard,2014,Rabi       ,1000,1100,1.1
MOGA,Rapeseed &Mustard,2015,Rabi       ,1000,1100,1.1
MOGA,Rapeseed &Mustard,2016,Rabi       ,500,900,1.8
MOGA,Rapeseed &Mustard,2017,Rabi       ,500,800,1.6
MOGA,Rapeseed &Mustard,2018,Rabi       ,500,800,1.6
MOGA,Rapeseed &Mustard,2019,Rabi       ,600,1000,1.67
MUKTSAR,Rapeseed &Mustard,1997,Rabi       ,6000,6000,1
MUKTSAR,Rapeseed &Mustard,1998,Rabi       ,6000,5000,0.83
MUKTSAR,Rapeseed &Mustard,1999,Rabi       ,3000,3000,1
MUKTSAR,Rapeseed &Mustard,2001,Rabi       ,300,400,1.33
MUKTSAR,Rapeseed &Mustard,2002,Rabi       ,5000,5000,1
MUKTSAR,Rapeseed &Mustard,2003,Rabi       ,3000,4000,1.33
MUKTSAR,Rapeseed &Mustard,2004,Rabi       ,3000,2000,0.67
MUKTSAR,Rapeseed &Mustard,2005,Rabi       ,2000,3000,1.5
MUKTSAR,Rapeseed &Mustard,2006,Rabi       ,1000,1000,1
MUKTSAR,Rapeseed &Mustard,2007,Rabi       ,1000,2000,2
MUKTSAR,Rapeseed &Mustard,2008,Rabi       ,1000,1000,1
MUKTSAR,Rapeseed &Mustard,2009,Rabi       ,1000,2000,2
MUKTSAR,Rapeseed &Mustard,2010,Rabi       ,1000,2000,2
MUKTSAR,Rapeseed &Mustard,2011,Rabi       ,1000,1000,1
MUKTSAR,Rapeseed &Mustard,2012,Rabi       ,1000,1300,1.3
MUKTSAR,Rapeseed &Mustard,2013,Rabi       ,1000,1300,1.3
MUKTSAR,Rapeseed &Mustard,2014,Rabi       ,1000,1200,1.2
MUKTSAR,Rapeseed &Mustard,2015,Rabi       ,1000,1100,1.1
MUKTSAR,Rapeseed &Mustard,2016,Rabi       ,700,900,1.29
MUKTSAR,Rapeseed &Mustard,2017,Rabi       ,700,1000,1.43
MUKTSAR,Rapeseed &Mustard,2018,Rabi       ,700,900,1.29
MUKTSAR,Rapeseed &Mustard,2019,Rabi       ,500,700,1.4
PATHANKOT,Rapeseed &Mustard,2012,Rabi       ,1000,1000,1
PATHANKOT,Rapeseed &Mustard,2013,Rabi       ,1000,1300,1.3
PATHANKOT,Rapeseed &Mustard,2014,Rabi       ,1000,1100,1.1
PATHANKOT,Rapeseed &Mustard,2015,Rabi       ,1000,1000,1
PATHANKOT,Rapeseed &Mustard,2016,Rabi       ,1000,1400,1.4
PATHANKOT,Rapeseed &Mustard,2017,Rabi       ,900,1000,1.11
PATHANKOT,Rapeseed &Mustard,2018,Rabi       ,900,1100,1.22
PATHANKOT,Rapeseed &Mustard,2019,Rabi       ,900,1300,1.44
PATIALA,Rapeseed &Mustard,1997,Rabi       ,4000,4000,1
PATIALA,Rapeseed &Mustard,1998,Rabi       ,3000,3000,1
PATIALA,Rapeseed &Mustard,1999,Rabi       ,2000,2000,1
PATIALA,Rapeseed &Mustard,2001,Rabi       ,200,200,1
PATIALA,Rapeseed &Mustard,2002,Rabi       ,2000,2000,1
PATIALA,Rapeseed &Mustard,2003,Rabi       ,2000,2000,1
PATIALA,Rapeseed &Mustard,2004,Rabi       ,2000,2000,1
PATIALA,Rapeseed &Mustard,2005,Rabi       ,2000,2000,1
PATIALA,Rapeseed &Mustard,2006,Rabi       ,1000,1000,1
PATIALA,Rapeseed &Mustard,2007,Rabi       ,1000,1000,1
PATIALA,Rapeseed &Mustard,2008,Rabi       ,1000,1000,1
PATIALA,Rapeseed &Mustard,2010,Rabi       ,1000,1000,1
PATIALA,Rapeseed &Mustard,2012,Rabi       ,1000,1400,1.4
PATIALA,Rapeseed &Mustard,2013,Rabi       ,1000,1400,1.4
PATIALA,Rapeseed &Mustard,2014,Rabi       ,1000,1700,1.7
PATIALA,Rapeseed &Mustard,2015,Rabi       ,1000,1500,1.5
PATIALA,Rapeseed &Mustard,2016,Rabi       ,800,1300,1.63
PATIALA,Rapeseed &Mustard,2017,Rabi       ,700,1100,1.57
PATIALA,Rapeseed &Mustard,2018,Rabi       ,700,1200,1.71
PATIALA,Rapeseed &Mustard,2019,Rabi       ,700,1200,1.71
RUPNAGAR,Rapeseed &Mustard,1997,Rabi       ,1000,1000,1
RUPNAGAR,Rapeseed &Mustard,1998,Rabi       ,1000,1000,1
RUPNAGAR,Rapeseed &Mustard,1999,Rabi       ,2000,2000,1
RUPNAGAR,Rapeseed &Mustard,2001,Rabi       ,100,100,1
RUPNAGAR,Rapeseed &Mustard,2002,Rabi       ,2000,1000,0.5
RUPNAGAR,Rapeseed &Mustard,2003,Rabi       ,2000,2000,1
RUPNAGAR,Rapeseed &Mustard,2004,Rabi       ,3000,2000,0.67
RUPNAGAR,Rapeseed &Mustard,2005,Rabi       ,2000,2000,1
RUPNAGAR,Rapeseed &Mustard,2006,Rabi       ,1000,1000,1
RUPNAGAR,Rapeseed &Mustard,2007,Rabi       ,2000,2000,1
RUPNAGAR,Rapeseed &Mustard,2008,Rabi       ,2000,2000,1
RUPNAGAR,Rapeseed &Mustard,2009,Rabi       ,1000,1000,1
RUPNAGAR,Rapeseed &Mustard,2010,Rabi       ,2000,2000,1
RUPNAGAR,Rapeseed &Mustard,2011,Rabi       ,2000,2000,1
RUPNAGAR,Rapeseed &Mustard,2012,Rabi       ,2000,2000,1
RUPNAGAR,Rapeseed &Mustard,2013,Rabi       ,2000,2000,1
RUPNAGAR,Rapeseed &Mustard,2014,Rabi       ,2000,2300,1.15
RUPNAGAR,Rapeseed &Mustard,2015,Rabi       ,2000,2300,1.15
RUPNAGAR,Rapeseed &Mustard,2016,Rabi       ,2100,2600,1.24
RUPNAGAR,Rapeseed &Mustard,2017,Rabi       ,2000,2600,1.3
RUPNAGAR,Rapeseed &Mustard,2018,Rabi       ,1800,2300,1.28
RUPNAGAR,Rapeseed &Mustard,2019,Rabi       ,1500,1700,1.13
S NAGAR,Rapeseed &Mustard,2010,Rabi       ,1000,1000,1
S NAGAR,Rapeseed &Mustard,2011,Rabi       ,1000,1000,1
S NAGAR,Rapeseed &Mustard,2014,Rabi       ,1000,1000,1
S NAGAR,Rapeseed &Mustard,2016,Rabi       ,800,900,1.13
S NAGAR,Rapeseed &Mustard,2017,Rabi       ,900,900,1
S NAGAR,Rapeseed &Mustard,2018,Rabi       ,900,900,1
S NAGAR,Rapeseed &Mustard,2019,Rabi       ,600,800,1.33
SANGRUR,Rapeseed &Mustard,1997,Rabi       ,2000,2000,1
SANGRUR,Rapeseed &Mustard,1998,Rabi       ,2000,2000,1
SANGRUR,Rapeseed &Mustard,1999,Rabi       ,3000,3000,1
SANGRUR,Rapeseed &Mustard,2001,Rabi       ,300,400,1.33
SANGRUR,Rapeseed &Mustard,2002,Rabi       ,3000,3000,1
SANGRUR,Rapeseed &Mustard,2003,Rabi       ,2000,2000,1
SANGRUR,Rapeseed &Mustard,2004,Rabi       ,3000,4000,1.33
SANGRUR,Rapeseed &Mustard,2005,Rabi       ,3000,3000,1
SANGRUR,Rapeseed &Mustard,2006,Rabi       ,2000,3000,1.5
SANGRUR,Rapeseed &Mustard,2007,Rabi       ,1000,1000,1
SANGRUR,Rapeseed &Mustard,2008,Rabi       ,1000,1000,1
SANGRUR,Rapeseed &Mustard,2009,Rabi       ,2000,2000,1
SANGRUR,Rapeseed &Mustard,2010,Rabi       ,1000,1000,1
SANGRUR,Rapeseed &Mustard,2011,Rabi       ,1000,1000,1
SANGRUR,Rapeseed &Mustard,2012,Rabi       ,2000,2900,1.45
SANGRUR,Rapeseed &Mustard,2013,Rabi       ,2000,2200,1.1
SANGRUR,Rapeseed &Mustard,2014,Rabi       ,2000,2800,1.4
SANGRUR,Rapeseed &Mustard,2015,Rabi       ,2000,2300,1.15
SANGRUR,Rapeseed &Mustard,2016,Rabi       ,1500,2000,1.33
SANGRUR,Rapeseed &Mustard,2017,Rabi       ,1600,2100,1.31
SANGRUR,Rapeseed &Mustard,2018,Rabi       ,1500,2500,1.67
SANGRUR,Rapeseed &Mustard,2019,Rabi       ,1400,2600,1.86
SHAHID BHAGAT SINGH NAGAR,Rapeseed &Mustard,1997,Rabi       ,1000,1000,1
SHAHID BHAGAT SINGH NAGAR,Rapeseed &Mustard,1998,Rabi       ,2000,2000,1
SHAHID BHAGAT SINGH NAGAR,Rapeseed &Mustard,1999,Rabi       ,2000,2000,1
