District ,Crop,Crop_Year,Season,Area ,Production,Yield
FAZILKA,Guar seed,2016,Kharif     ,15200,12300,0.81
FAZILKA,Guar seed,2017,Kharif     ,12500,9100,0.73
FAZILKA,Guar seed,2018,Kharif     ,11200,8500,0.76
FAZILKA,Guar seed,2019,Kharif     ,9200,7200,0.78
FIROZEPUR,Guar seed,2002,Whole Year ,8100,6000,0.74
FIROZEPUR,Guar seed,2003,Whole Year ,7400,5600,0.76
FIROZEPUR,Guar seed,2004,Whole Year ,8500,6700,0.79
FIROZEPUR,Guar seed,2005,Whole Year ,7900,5700,0.72
FIROZEPUR,Guar seed,2006,Whole Year ,6000,4400,0.73
FIROZEPUR,Guar seed,2007,Kharif     ,9500,8000,0.84
FIROZEPUR,Guar seed,2008,Kharif     ,12500,9500,0.76
FIROZEPUR,Guar seed,2009,Kharif     ,12500,8800,0.7
FIROZEPUR,Guar seed,2010,Kharif     ,8700,8000,0.92
FIROZEPUR,Guar seed,2013,Kharif     ,400,400,1
FIROZEPUR,Guar seed,2014,Kharif     ,13700,10600,0.77
FIROZEPUR,Guar seed,2015,Kharif     ,200,140,0.7
FIROZEPUR,Guar seed,2016,Kharif     ,100,100,1
FIROZEPUR,Guar seed,2017,Kharif     ,100,100,1
MANSA,Guar seed,2002,Whole Year ,5500,3600,0.65
MANSA,Guar seed,2003,Whole Year ,6300,3100,0.49
MANSA,Guar seed,2004,Whole Year ,4200,2300,0.55
MANSA,Guar seed,2005,Whole Year ,4300,3200,0.74
MANSA,Guar seed,2006,Whole Year ,4500,3800,0.84
MANSA,Guar seed,2007,Kharif     ,5400,4600,0.85
MANSA,Guar seed,2008,Kharif     ,5200,4400,0.85
MANSA,Guar seed,2009,Kharif     ,3000,2500,0.83
MANSA,Guar seed,2010,Kharif     ,3100,2900,0.94
MANSA,Guar seed,2011,Kharif     ,1900,1600,0.84
MANSA,Guar seed,2012,Kharif     ,2900,2900,1
MANSA,Guar seed,2013,Kharif     ,4800,4500,0.94
MANSA,Guar seed,2014,Kharif     ,3800,2800,0.74
MANSA,Guar seed,2015,Kharif     ,7700,7320,0.95
MANSA,Guar seed,2016,Kharif     ,5400,5600,1.04
MANSA,Guar seed,2017,Kharif     ,3600,4000,1.11
MANSA,Guar seed,2018,Kharif     ,2900,3400,1.17
MANSA,Guar seed,2019,Kharif     ,2300,2800,1.22
MOGA,Guar seed,2003,Whole Year ,200,100,0.5
MOGA,Guar seed,2004,Whole Year ,100,100,1
MOGA,Guar seed,2009,Kharif     ,100,100,1
MUKTSAR,Guar seed,2002,Whole Year ,5400,3200,0.59
MUKTSAR,Guar seed,2003,Whole Year ,8300,5200,0.63
MUKTSAR,Guar seed,2004,Whole Year ,3900,2500,0.64
MUKTSAR,Guar seed,2005,Whole Year ,3100,2300,0.74
MUKTSAR,Guar seed,2006,Whole Year ,2600,2000,0.77
MUKTSAR,Guar seed,2007,Kharif     ,2100,1900,0.9
MUKTSAR,Guar seed,2008,Kharif     ,2300,2000,0.87
MUKTSAR,Guar seed,2009,Kharif     ,1300,1500,1.15
MUKTSAR,Guar seed,2010,Kharif     ,1900,2300,1.21
MUKTSAR,Guar seed,2012,Kharif     ,1900,2200,1.16
MUKTSAR,Guar seed,2013,Kharif     ,4200,2800,0.67
MUKTSAR,Guar seed,2014,Kharif     ,2700,1700,0.63
MUKTSAR,Guar seed,2015,Kharif     ,4000,800,0.2
MUKTSAR,Guar seed,2016,Kharif     ,2600,2700,1.04
MUKTSAR,Guar seed,2017,Kharif     ,1500,1200,0.8
MUKTSAR,Guar seed,2018,Kharif     ,1200,1000,0.83
MUKTSAR,Guar seed,2019,Kharif     ,500,400,0.8
PATIALA,Guar seed,2004,Whole Year ,100,100,1
SANGRUR,Guar seed,2003,Whole Year ,500,400,0.8
SANGRUR,Guar seed,2004,Whole Year ,100,100,1
SANGRUR,Guar seed,2005,Whole Year ,100,100,1
SANGRUR,Guar seed,2013,Kharif     ,300,300,1
SANGRUR,Guar seed,2014,Kharif     ,100,100,1
SANGRUR,Guar seed,2015,Kharif     ,200,40,0.2
SANGRUR,Guar seed,2016,Kharif     ,200,200,1
SANGRUR,Guar seed,2017,Kharif     ,100,100,1
SANGRUR,Guar seed,2018,Kharif     ,100,100,1
SHAHID BHAGAT SINGH NAGAR,Guar seed,2013,Kharif     ,100,100,1
SHAHID BHAGAT SINGH NAGAR,Guar seed,2014,Kharif     ,100,100,1
FIROZEPUR,Jowar,2006,Kharif     ,100,100,1
FIROZEPUR,Jowar,2007,Kharif     ,100,100,1
FIROZEPUR,Jowar,2008,Kharif     ,100,100,1
FIROZEPUR,Jowar,2009,Kharif     ,100,100,1
GURDASPUR,Linseed,1998,Rabi       ,100,100,1
GURDASPUR,Linseed,1999,Rabi       ,100,100,1
GURDASPUR,Linseed,2000,Rabi       ,100,100,1
GURDASPUR,Linseed,2001,Rabi       ,100,100,1
HOSHIARPUR,Linseed,2000,Rabi       ,100,100,1
JALANDHAR,Linseed,1998,Rabi       ,100,100,1
JALANDHAR,Linseed,1999,Rabi       ,100,100,1
JALANDHAR,Linseed,2000,Rabi       ,200,200,1
JALANDHAR,Linseed,2001,Rabi       ,100,100,1
JALANDHAR,Linseed,2006,Rabi       ,100,100,1
JALANDHAR,Linseed,2008,Rabi       ,100,100,1
RUPNAGAR,Linseed,2000,Rabi       ,100,100,1
SHAHID BHAGAT SINGH NAGAR,Linseed,1998,Rabi       ,100,100,1
SHAHID BHAGAT SINGH NAGAR,Linseed,1999,Rabi       ,100,100,1
SHAHID BHAGAT SINGH NAGAR,Linseed,2000,Rabi       ,100,100,1
SHAHID BHAGAT SINGH NAGAR,Linseed,2001,Rabi       ,100,100,1
SHAHID BHAGAT SINGH NAGAR,Linseed,2006,Rabi       ,100,,0
AMRITSAR,Maize,1997,Kharif     ,7000,14000,2
AMRITSAR,Maize,1998,Kharif     ,6000,14000,2.33
AMRITSAR,Maize,1999,Kharif     ,5000,12000,2.4
AMRITSAR,Maize,2000,Kharif     ,5000,11000,2.2
AMRITSAR,Maize,2001,Kharif     ,5000,12000,2.4
AMRITSAR,Maize,2002,Kharif     ,4000,7000,1.75
AMRITSAR,Maize,2003,Kharif     ,4000,13000,3.25
AMRITSAR,Maize,2004,Kharif     ,4000,13000,3.25
AMRITSAR,Maize,2005,Kharif     ,3000,11000,3.67
AMRITSAR,Maize,2006,Kharif     ,2000,9000,4.5
AMRITSAR,Maize,2007,Kharif     ,2000,10000,5
AMRITSAR,Maize,2008,Kharif     ,1000,4000,4
AMRITSAR,Maize,2009,Kharif     ,1000,4000,4
AMRITSAR,Maize,2010,Kharif     ,1000,3000,3
AMRITSAR,Maize,2011,Kharif     ,1000,6000,6
AMRITSAR,Maize,2013,Kharif     ,1000,4000,4
AMRITSAR,Maize,2014,Kharif     ,1000,4000,4
AMRITSAR,Maize,2016,Kharif     ,1000,3000,3
AMRITSAR,Maize,2017,Kharif     ,2000,5000,2.5
AMRITSAR,Maize,2018,Kharif     ,1600,5300,3.31
AMRITSAR,Maize,2019,Kharif     ,2200,7000,3.18
BARNALA,Maize,2019,Kharif     ,100,300,3
BATHINDA,Maize,2000,Kharif     ,1000,3000,3
BATHINDA,Maize,2002,Kharif     ,1000,2000,2
BATHINDA,Maize,2003,Kharif     ,1000,3000,3
BATHINDA,Maize,2014,Kharif     ,1000,4000,4
FATEHGARH SAHIB,Maize,1997,Kharif     ,1000,2000,2
FATEHGARH SAHIB,Maize,1998,Kharif     ,1000,2000,2
FATEHGARH SAHIB,Maize,1999,Kharif     ,1000,3000,3
FATEHGARH SAHIB,Maize,2000,Kharif     ,1000,3000,3
FATEHGARH SAHIB,Maize,2001,Kharif     ,1000,3000,3
FATEHGARH SAHIB,Maize,2002,Kharif     ,1000,3000,3
FATEHGARH SAHIB,Maize,2003,Kharif     ,1000,3000,3
FATEHGARH SAHIB,Maize,2004,Kharif     ,1000,4000,4
FATEHGARH SAHIB,Maize,2006,Kharif     ,1000,4000,4
FATEHGARH SAHIB,Maize,2007,Kharif     ,1000,3000,3
FATEHGARH SAHIB,Maize,2008,Kharif     ,1000,4000,4
FATEHGARH SAHIB,Maize,2009,Kharif     ,1000,3000,3
FATEHGARH SAHIB,Maize,2012,Kharif     ,1000,4000,4
FATEHGARH SAHIB,Maize,2013,Kharif     ,1000,4000,4
FATEHGARH SAHIB,Maize,2014,Kharif     ,1000,4000,4
FATEHGARH SAHIB,Maize,2015,Kharif     ,1000,4000,4
FATEHGARH SAHIB,Maize,2018,Kharif     ,300,1100,3.67
FATEHGARH SAHIB,Maize,2019,Kharif     ,300,1100,3.67
FAZILKA,Maize,2016,Kharif     ,2000,8000,4
FAZILKA,Maize,2017,Kharif     ,1000,4000,4
FAZILKA,Maize,2018,Kharif     ,900,2400,2.67
FIROZEPUR,Maize,2019,Kharif     ,1200,3400,2.83
GURDASPUR,Maize,1997,Kharif     ,14000,23000,1.64
GURDASPUR,Maize,1998,Kharif     ,14000,31000,2.21
GURDASPUR,Maize,1999,Kharif     ,13000,27000,2.08
GURDASPUR,Maize,2000,Kharif     ,13000,28000,2.15
GURDASPUR,Maize,2001,Kharif     ,14000,29000,2.07
GURDASPUR,Maize,2002,Kharif     ,12000,18000,1.5
GURDASPUR,Maize,2003,Kharif     ,13000,31000,2.38
GURDASPUR,Maize,2004,Kharif     ,15000,35000,2.33
GURDASPUR,Maize,2005,Kharif     ,13000,30000,2.31
GURDASPUR,Maize,2006,Kharif     ,13000,29000,2.23
GURDASPUR,Maize,2007,Kharif     ,13000,28000,2.15
GURDASPUR,Maize,2008,Kharif     ,13000,30000,2.31
GURDASPUR,Maize,2009,Kharif     ,11000,25000,2.27
GURDASPUR,Maize,2010,Kharif     ,11000,30000,2.73
GURDASPUR,Maize,2011,Kharif     ,10000,25000,2.5
GURDASPUR,Maize,2012,Kharif     ,2000,5000,2.5
GURDASPUR,Maize,2013,Kharif     ,1000,2000,2
GURDASPUR,Maize,2014,Kharif     ,1000,3000,3
GURDASPUR,Maize,2015,Kharif     ,1000,4000,4
GURDASPUR,Maize,2016,Kharif     ,1000,2000,2
GURDASPUR,Maize,2017,Kharif     ,1000,2000,2
GURDASPUR,Maize,2018,Kharif     ,500,1300,2.6
GURDASPUR,Maize,2019,Kharif     ,700,1900,2.71
HOSHIARPUR,Maize,1997,Kharif     ,65000,144000,2.22
HOSHIARPUR,Maize,1998,Kharif     ,63000,141000,2.24
HOSHIARPUR,Maize,1999,Kharif     ,66000,177000,2.68
HOSHIARPUR,Maize,2000,Kharif     ,66000,184000,2.79
HOSHIARPUR,Maize,2001,Kharif     ,65000,189000,2.91
HOSHIARPUR,Maize,2002,Kharif     ,62000,128000,2.06
HOSHIARPUR,Maize,2003,Kharif     ,66000,187000,2.83
HOSHIARPUR,Maize,2004,Kharif     ,67000,194000,2.9
HOSHIARPUR,Maize,2005,Kharif     ,66000,172000,2.61
HOSHIARPUR,Maize,2006,Kharif     ,68000,225000,3.31
HOSHIARPUR,Maize,2007,Kharif     ,70000,230000,3.29
HOSHIARPUR,Maize,2008,Kharif     ,70000,242000,3.46
HOSHIARPUR,Maize,2009,Kharif     ,67000,240000,3.58
HOSHIARPUR,Maize,2010,Kharif     ,63000,241000,3.83
HOSHIARPUR,Maize,2011,Kharif     ,59000,241000,4.08
HOSHIARPUR,Maize,2012,Kharif     ,61000,248000,4.07
HOSHIARPUR,Maize,2013,Kharif     ,58000,228000,3.93
HOSHIARPUR,Maize,2014,Kharif     ,59000,222000,3.76
HOSHIARPUR,Maize,2015,Kharif     ,56000,206000,3.68
HOSHIARPUR,Maize,2016,Kharif     ,56000,212000,3.79
HOSHIARPUR,Maize,2017,Kharif     ,56000,197000,3.52
HOSHIARPUR,Maize,2018,Kharif     ,54900,201400,3.67
HOSHIARPUR,Maize,2019,Kharif     ,54900,197600,3.6
JALANDHAR,Maize,1997,Kharif     ,15000,37000,2.47
JALANDHAR,Maize,1998,Kharif     ,13000,34000,2.62
JALANDHAR,Maize,1999,Kharif     ,15000,44000,2.93
JALANDHAR,Maize,2000,Kharif     ,16000,52000,3.25
JALANDHAR,Maize,2001,Kharif     ,16000,49000,3.06
JALANDHAR,Maize,2002,Kharif     ,13000,36000,2.77
JALANDHAR,Maize,2003,Kharif     ,14000,48000,3.43
JALANDHAR,Maize,2004,Kharif     ,13000,38000,2.92
JALANDHAR,Maize,2005,Kharif     ,12000,40000,3.33
JALANDHAR,Maize,2006,Kharif     ,12000,38000,3.17
JALANDHAR,Maize,2007,Kharif     ,13000,49000,3.77
JALANDHAR,Maize,2008,Kharif     ,12000,41000,3.42
JALANDHAR,Maize,2009,Kharif     ,10000,35000,3.5
JALANDHAR,Maize,2010,Kharif     ,9000,35000,3.89
JALANDHAR,Maize,2011,Kharif     ,8000,37000,4.63
JALANDHAR,Maize,2012,Kharif     ,8000,27000,3.38
JALANDHAR,Maize,2013,Kharif     ,8000,26000,3.25
JALANDHAR,Maize,2014,Kharif     ,8000,29000,3.63
JALANDHAR,Maize,2015,Kharif     ,7000,29000,4.14
JALANDHAR,Maize,2016,Kharif     ,7000,39000,5.57
JALANDHAR,Maize,2017,Kharif     ,6000,28000,4.67
JALANDHAR,Maize,2018,Kharif     ,5100,22600,4.43
JALANDHAR,Maize,2019,Kharif     ,6000,25500,4.25
KAPURTHALA,Maize,1997,Kharif     ,4000,10000,2.5
KAPURTHALA,Maize,1998,Kharif     ,4000,11000,2.75
KAPURTHALA,Maize,1999,Kharif     ,4000,13000,3.25
KAPURTHALA,Maize,2000,Kharif     ,4000,12000,3
KAPURTHALA,Maize,2001,Kharif     ,4000,14000,3.5
KAPURTHALA,Maize,2002,Kharif     ,3000,8000,2.67
KAPURTHALA,Maize,2003,Kharif     ,3000,11000,3.67
KAPURTHALA,Maize,2004,Kharif     ,4000,12000,3
KAPURTHALA,Maize,2005,Kharif     ,3000,9000,3
KAPURTHALA,Maize,2006,Kharif     ,3000,11000,3.67
KAPURTHALA,Maize,2007,Kharif     ,3000,13000,4.33
KAPURTHALA,Maize,2008,Kharif     ,3000,11000,3.67
KAPURTHALA,Maize,2009,Kharif     ,3000,14000,4.67
KAPURTHALA,Maize,2010,Kharif     ,2000,11000,5.5
KAPURTHALA,Maize,2011,Kharif     ,3000,18000,6
KAPURTHALA,Maize,2012,Kharif     ,2000,9000,4.5
KAPURTHALA,Maize,2013,Kharif     ,3000,20000,6.67
KAPURTHALA,Maize,2014,Kharif     ,3000,11000,3.67
KAPURTHALA,Maize,2015,Kharif     ,2000,5000,2.5
KAPURTHALA,Maize,2016,Kharif     ,2000,5000,2.5
KAPURTHALA,Maize,2017,Kharif     ,2000,11000,5.5
KAPURTHALA,Maize,2018,Kharif     ,1300,6800,5.23
KAPURTHALA,Maize,2019,Kharif     ,1000,5700,5.7
LUDHIANA,Maize,1997,Kharif     ,4000,10000,2.5
LUDHIANA,Maize,1998,Kharif     ,3000,10000,3.33
LUDHIANA,Maize,1999,Kharif     ,4000,12000,3
LUDHIANA,Maize,2000,Kharif     ,4000,17000,4.25
LUDHIANA,Maize,2001,Kharif     ,5000,17000,3.4
LUDHIANA,Maize,2002,Kharif     ,4000,13000,3.25
LUDHIANA,Maize,2003,Kharif     ,3000,10000,3.33
LUDHIANA,Maize,2004,Kharif     ,2000,6000,3
LUDHIANA,Maize,2005,Kharif     ,2000,7000,3.5
LUDHIANA,Maize,2006,Kharif     ,2000,9000,4.5
LUDHIANA,Maize,2007,Kharif     ,2000,7000,3.5
LUDHIANA,Maize,2008,Kharif     ,2000,7000,3.5
LUDHIANA,Maize,2009,Kharif     ,2000,9000,4.5
LUDHIANA,Maize,2010,Kharif     ,2000,7000,3.5
LUDHIANA,Maize,2011,Kharif     ,2000,6000,3
LUDHIANA,Maize,2012,Kharif     ,3000,8000,2.67
LUDHIANA,Maize,2013,Kharif     ,2000,14000,7
LUDHIANA,Maize,2014,Kharif     ,3000,21000,7
LUDHIANA,Maize,2015,Kharif     ,3000,17000,5.67
LUDHIANA,Maize,2016,Kharif     ,1000,3000,3
LUDHIANA,Maize,2017,Kharif     ,1000,4000,4
LUDHIANA,Maize,2018,Kharif     ,1300,5100,3.92
LUDHIANA,Maize,2019,Kharif     ,1000,4200,4.2
MANSA,Maize,2002,Kharif     ,1000,2000,2
MANSA,Maize,2019,Kharif     ,100,400,4
MOGA,Maize,2001,Kharif     ,1000,3000,3
MOGA,Maize,2002,Kharif     ,1000,2000,2
MOGA,Maize,2003,Kharif     ,1000,3000,3
MOGA,Maize,2018,Kharif     ,100,400,4
MOGA,Maize,2019,Kharif     ,400,1400,3.5
MUKTSAR,Maize,1999,Kharif     ,2000,5000,2.5
MUKTSAR,Maize,2000,Kharif     ,3000,8000,2.67
MUKTSAR,Maize,2002,Kharif     ,1000,1000,1
PATHANKOT,Maize,2012,Kharif     ,9000,24000,2.67
PATHANKOT,Maize,2013,Kharif     ,9000,28000,3.11
PATHANKOT,Maize,2014,Kharif     ,8000,18000,2.25
PATHANKOT,Maize,2015,Kharif     ,7000,16000,2.29
PATHANKOT,Maize,2016,Kharif     ,8000,22000,2.75
PATHANKOT,Maize,2017,Kharif     ,8000,19000,2.38
PATHANKOT,Maize,2018,Kharif     ,8100,16500,2.04
PATHANKOT,Maize,2019,Kharif     ,8600,25800,3
PATIALA,Maize,1997,Kharif     ,8000,15000,1.88
PATIALA,Maize,1998,Kharif     ,6000,14000,2.33
PATIALA,Maize,1999,Kharif     ,5000,15000,3
PATIALA,Maize,2000,Kharif     ,6000,17000,2.83
PATIALA,Maize,2001,Kharif     ,5000,11000,2.2
PATIALA,Maize,2002,Kharif     ,4000,6000,1.5
PATIALA,Maize,2003,Kharif     ,5000,14000,2.8
PATIALA,Maize,2004,Kharif     ,4000,9000,2.25
PATIALA,Maize,2005,Kharif     ,4000,9000,2.25
PATIALA,Maize,2006,Kharif     ,2000,5000,2.5
PATIALA,Maize,2007,Kharif     ,2000,7000,3.5
PATIALA,Maize,2008,Kharif     ,2000,6000,3
PATIALA,Maize,2009,Kharif     ,1000,3000,3
PATIALA,Maize,2010,Kharif     ,1000,3000,3
PATIALA,Maize,2011,Kharif     ,1000,6000,6
PATIALA,Maize,2012,Kharif     ,1000,4000,4
PATIALA,Maize,2013,Kharif     ,1000,5000,5
PATIALA,Maize,2014,Kharif     ,1000,5000,5
PATIALA,Maize,2015,Kharif     ,1000,3000,3
PATIALA,Maize,2016,Kharif     ,1000,5000,5
PATIALA,Maize,2017,Kharif     ,1000,4000,4
PATIALA,Maize,2018,Kharif     ,800,2000,2.5
PATIALA,Maize,2019,Kharif     ,800,2200,2.75
RUPNAGAR,Maize,1997,Kharif     ,28000,49000,1.75
RUPNAGAR,Maize,1998,Kharif     ,26000,52000,2
RUPNAGAR,Maize,1999,Kharif     ,28000,60000,2.14
RUPNAGAR,Maize,2000,Kharif     ,28000,70000,2.5
RUPNAGAR,Maize,2001,Kharif     ,29000,66000,2.28
RUPNAGAR,Maize,2002,Kharif     ,24000,42000,1.75
RUPNAGAR,Maize,2003,Kharif     ,23000,65000,2.83
RUPNAGAR,Maize,2004,Kharif     ,25000,60000,2.4
RUPNAGAR,Maize,2005,Kharif     ,27000,75000,2.78
RUPNAGAR,Maize,2006,Kharif     ,24000,61000,2.54
RUPNAGAR,Maize,2007,Kharif     ,22000,72000,3.27
RUPNAGAR,Maize,2008,Kharif     ,23000,77000,3.35
RUPNAGAR,Maize,2009,Kharif     ,21000,64000,3.05
RUPNAGAR,Maize,2010,Kharif     ,23000,76000,3.3
RUPNAGAR,Maize,2011,Kharif     ,21000,80000,3.81
RUPNAGAR,Maize,2012,Kharif     ,23000,74000,3.22
RUPNAGAR,Maize,2013,Kharif     ,23000,74000,3.22
RUPNAGAR,Maize,2014,Kharif     ,20000,58000,2.9
RUPNAGAR,Maize,2015,Kharif     ,20000,74000,3.7
RUPNAGAR,Maize,2016,Kharif     ,21000,79000,3.76
RUPNAGAR,Maize,2017,Kharif     ,22000,91000,4.14
RUPNAGAR,Maize,2018,Kharif     ,20400,76800,3.76
RUPNAGAR,Maize,2019,Kharif     ,21500,76900,3.58
S NAGAR,Maize,2006,Kharif     ,7000,17000,2.43
S NAGAR,Maize,2007,Kharif     ,7000,25000,3.57
S NAGAR,Maize,2008,Kharif     ,5000,19000,3.8
S NAGAR,Maize,2009,Kharif     ,5000,19000,3.8
S NAGAR,Maize,2010,Kharif     ,6000,24000,4
S NAGAR,Maize,2011,Kharif     ,6000,24000,4
S NAGAR,Maize,2012,Kharif     ,6000,18000,3
S NAGAR,Maize,2013,Kharif     ,9000,44000,4.89
S NAGAR,Maize,2014,Kharif     ,8000,30000,3.75
S NAGAR,Maize,2015,Kharif     ,6000,26000,4.33
S NAGAR,Maize,2016,Kharif     ,6000,24000,4
S NAGAR,Maize,2017,Kharif     ,6000,25000,4.17
S NAGAR,Maize,2018,Kharif     ,5700,21200,3.72
S NAGAR,Maize,2019,Kharif     ,7800,22500,2.88
SANGRUR,Maize,1997,Kharif     ,1000,2000,2
SANGRUR,Maize,1999,Kharif     ,1000,3000,3
SANGRUR,Maize,2000,Kharif     ,1000,3000,3
SANGRUR,Maize,2001,Kharif     ,2000,5000,2.5
SANGRUR,Maize,2002,Kharif     ,2000,4000,2
SANGRUR,Maize,2003,Kharif     ,2000,6000,3
SANGRUR,Maize,2004,Kharif     ,1000,3000,3
SANGRUR,Maize,2005,Kharif     ,1000,2000,2
SANGRUR,Maize,2006,Kharif     ,1000,3000,3
SANGRUR,Maize,2008,Kharif     ,1000,3000,3
SANGRUR,Maize,2013,Kharif     ,1000,4000,4
SANGRUR,Maize,2014,Kharif     ,2000,7000,3.5
SANGRUR,Maize,2015,Kharif     ,1000,4000,4
SANGRUR,Maize,2016,Kharif     ,1000,3000,3
SANGRUR,Maize,2018,Kharif     ,300,1100,3.67
SANGRUR,Maize,2019,Kharif     ,100,300,3
SHAHID BHAGAT SINGH NAGAR,Maize,1997,Kharif     ,18000,39000,2.17
SHAHID BHAGAT SINGH NAGAR,Maize,1998,Kharif     ,18000,43000,2.39
SHAHID BHAGAT SINGH NAGAR,Maize,1999,Kharif     ,18000,46000,2.56
SHAHID BHAGAT SINGH NAGAR,Maize,2000,Kharif     ,17000,53000,3.12
SHAHID BHAGAT SINGH NAGAR,Maize,2001,Kharif     ,18000,51000,2.83
SHAHID BHAGAT SINGH NAGAR,Maize,2002,Kharif     ,19000,38000,2
SHAHID BHAGAT SINGH NAGAR,Maize,2003,Kharif     ,18000,65000,3.61
SHAHID BHAGAT SINGH NAGAR,Maize,2004,Kharif     ,18000,48000,2.67
SHAHID BHAGAT SINGH NAGAR,Maize,2005,Kharif     ,17000,48000,2.82
SHAHID BHAGAT SINGH NAGAR,Maize,2006,Kharif     ,18000,68000,3.78
SHAHID BHAGAT SINGH NAGAR,Maize,2007,Kharif     ,17000,74000,4.35
SHAHID BHAGAT SINGH NAGAR,Maize,2008,Kharif     ,17000,67000,3.94
SHAHID BHAGAT SINGH NAGAR,Maize,2009,Kharif     ,16000,56000,3.5
SHAHID BHAGAT SINGH NAGAR,Maize,2010,Kharif     ,14000,57000,4.07
SHAHID BHAGAT SINGH NAGAR,Maize,2011,Kharif     ,14000,55000,3.93
SHAHID BHAGAT SINGH NAGAR,Maize,2012,Kharif     ,14000,58000,4.14
SHAHID BHAGAT SINGH NAGAR,Maize,2013,Kharif     ,12000,50000,4.17
SHAHID BHAGAT SINGH NAGAR,Maize,2014,Kharif     ,10000,44000,4.4
SHAHID BHAGAT SINGH NAGAR,Maize,2015,Kharif     ,9000,32000,3.56
SHAHID BHAGAT SINGH NAGAR,Maize,2016,Kharif     ,9000,40000,4.44
SHAHID BHAGAT SINGH NAGAR,Maize,2017,Kharif     ,8000,33000,4.13
SHAHID BHAGAT SINGH NAGAR,Maize,2018,Kharif     ,7700,31200,4.05
SHAHID BHAGAT SINGH NAGAR,Maize,2019,Kharif     ,7700,33600,4.36
TARN TARAN,Maize,2006,Kharif     ,1000,2000,2
TARN TARAN,Maize,2007,Kharif     ,1000,3000,3
TARN TARAN,Maize,2008,Kharif     ,1000,3000,3
TARN TARAN,Maize,2009,Kharif     ,1000,3000,3
TARN TARAN,Maize,2010,Kharif     ,1000,4000,4
TARN TARAN,Maize,2011,Kharif     ,1000,4000,4
TARN TARAN,Maize,2012,Kharif     ,1000,4000,4
TARN TARAN,Maize,2013,Kharif     ,1000,4000,4
TARN TARAN,Maize,2015,Kharif     ,1000,4000,4
TARN TARAN,Maize,2018,Kharif     ,200,700,3.5
TARN TARAN,Maize,2019,Kharif     ,200,700,3.5
AMRITSAR,Masoor,1997,Rabi       ,700,400,0.57
AMRITSAR,Masoor,1998,Rabi       ,700,600,0.86
AMRITSAR,Masoor,1999,Rabi       ,500,500,1
AMRITSAR,Masoor,2000,Rabi       ,500,400,0.8
AMRITSAR,Masoor,2001,Rabi       ,600,500,0.83
AMRITSAR,Masoor,2002,Rabi       ,500,300,0.6
AMRITSAR,Masoor,2003,Rabi       ,400,300,0.75
AMRITSAR,Masoor,2004,Rabi       ,300,0,0
AMRITSAR,Masoor,2005,Rabi       ,100,100,1
AMRITSAR,Masoor,2006,Rabi       ,100,100,1
AMRITSAR,Masoor,2007,Rabi       ,100,100,1
AMRITSAR,Masoor,2008,Rabi       ,100,100,1
AMRITSAR,Masoor,2012,Rabi       ,100,100,1
AMRITSAR,Masoor,2016,Rabi       ,100,,0
AMRITSAR,Masoor,2017,Rabi       ,200,100,0.5
AMRITSAR,Masoor,2018,Rabi       ,100,100,1
AMRITSAR,Masoor,2019,Rabi       ,200,100,0.5
FATEHGARH SAHIB,Masoor,1997,Rabi       ,100,100,1
FATEHGARH SAHIB,Masoor,1998,Rabi       ,100,100,1
FATEHGARH SAHIB,Masoor,2001,Rabi       ,100,100,1
FATEHGARH SAHIB,Masoor,2002,Rabi       ,100,100,1
FATEHGARH SAHIB,Masoor,2003,Rabi       ,100,100,1
FATEHGARH SAHIB,Masoor,2004,Rabi       ,100,100,1
FIROZEPUR,Masoor,2011,Rabi       ,100,70,0.7
GURDASPUR,Masoor,1997,Rabi       ,700,500,0.71
GURDASPUR,Masoor,1998,Rabi       ,500,300,0.6
GURDASPUR,Masoor,1999,Rabi       ,500,400,0.8
GURDASPUR,Masoor,2000,Rabi       ,1000,800,0.8
GURDASPUR,Masoor,2001,Rabi       ,900,700,0.78
GURDASPUR,Masoor,2002,Rabi       ,800,700,0.88
GURDASPUR,Masoor,2003,Rabi       ,600,500,0.83
GURDASPUR,Masoor,2004,Rabi       ,600,200,0.33
GURDASPUR,Masoor,2005,Rabi       ,400,200,0.5
GURDASPUR,Masoor,2006,Rabi       ,300,100,0.33
GURDASPUR,Masoor,2007,Rabi       ,200,100,0.5
GURDASPUR,Masoor,2008,Rabi       ,200,100,0.5
GURDASPUR,Masoor,2009,Rabi       ,300,200,0.67
GURDASPUR,Masoor,2010,Rabi       ,200,93,0.47
GURDASPUR,Masoor,2011,Rabi       ,300,220,0.73
GURDASPUR,Masoor,2012,Rabi       ,100,100,1
GURDASPUR,Masoor,2013,Rabi       ,200,140,0.7
GURDASPUR,Masoor,2014,Rabi       ,200,120,0.6
GURDASPUR,Masoor,2015,Rabi       ,100,70,0.7
GURDASPUR,Masoor,2016,Rabi       ,100,100,1
GURDASPUR,Masoor,2017,Rabi       ,100,100,1
GURDASPUR,Masoor,2018,Rabi       ,100,100,1
HOSHIARPUR,Masoor,1997,Rabi       ,1100,500,0.45
HOSHIARPUR,Masoor,1998,Rabi       ,1200,600,0.5
HOSHIARPUR,Masoor,1999,Rabi       ,1000,600,0.6
HOSHIARPUR,Masoor,2000,Rabi       ,900,400,0.44
HOSHIARPUR,Masoor,2001,Rabi       ,700,300,0.43
